time,BTCUSDT_Open,ETHUSDT_Open,SOLUSDT_Open,DOGEUSDT_Open,ADAUSDT_Open,BNBUSDT_Open,LINKUSDT_Open,TRXUSDT_Open,XRPUSDT_Open,USDCUSDT_Open
2023-11-12,37129.99,2053.16,56.36,0.0785,0.3844,251.6,16.477,0.10801,0.6626,0.9998
2023-11-13,37064.13,2044.69,56.27,0.07795,0.3835,247.5,16.025,0.1085,0.6612,0.9994
2023-11-14,36462.93,2053.65,51.6,0.07456,0.3568,241.1,14.354,0.10688,0.6701,0.9998
2023-11-15,35551.2,1979.4,56.81,0.07244,0.3579,242.3,13.947,0.10222,0.6296,0.9998
2023-11-16,37858.2,2058.49,65.43,0.07623,0.3787,253.7,15.027,0.10406,0.6482,0.9996
2023-11-17,36163.51,1961.77,57.81,0.07946,0.3707,242.7,13.866,0.10234,0.6118,0.9999
2023-11-18,36613.91,1960.82,58.52,0.08642,0.3671,244.9,13.707,0.10371,0.6132,0.9997
2023-11-19,36568.11,1962.59,58.56,0.08027,0.3771,244.8,13.751,0.10291,0.6106,0.9995
2023-11-20,37359.85,2011.47,61.1,0.08045,0.384,246.5,14.911,0.10349,0.6258,0.9995
2023-11-21,37448.79,2021.41,56.57,0.07768,0.3803,253.1,14.475,0.10097,0.6121,0.9993
2023-11-22,35741.65,1933.01,51.65,0.07175,0.3566,225.5,13.362,0.09611,0.5787,0.9996
2023-11-23,37408.35,2063.22,57.55,0.07576,0.3805,236.2,14.213,0.10116,0.6109,0.9998
2023-11-24,37294.27,2062.21,56.52,0.07621,0.3872,233.8,14.398,0.10208,0.6208,0.9999
2023-11-25,37713.57,2080.84,56.86,0.07818,0.3862,232.8,14.481,0.10456,0.6212,0.9992
2023-11-26,37780.67,2083.1,58.81,0.07894,0.3942,234.5,14.763,0.10894,0.6228,0.9995
2023-11-27,37447.42,2062.34,57.57,0.07867,0.3874,231.8,14.768,0.10779,0.6157,0.9997
2023-11-28,37242.7,2027.5,55.06,0.07883,0.3778,227.3,14.186,0.10193,0.6039,1.0
2023-11-29,37818.88,2048.14,58.18,0.08083,0.3857,229.6,14.524,0.10295,0.6106,0.9995
2023-11-30,37854.65,2028.8,59.31,0.08045,0.3817,227.3,14.514,0.10342,0.609,0.9998
2023-12-01,37723.97,2051.95,59.3,0.08344,0.376,227.6,14.411,0.10347,0.6063,0.9999
2023-12-02,38682.51,2087.24,59.74,0.08384,0.3844,228.5,14.987,0.10307,0.6126,0.9996
2023-12-03,39450.35,2164.75,63.66,0.08617,0.3976,229.1,15.992,0.10317,0.6207,0.9995
2023-12-04,39972.26,2192.96,62.99,0.08571,0.3948,228.1,15.706,0.10309,0.6229,0.9997
2023-12-05,41991.1,2243.36,61.63,0.09188,0.4069,233.5,15.812,0.10385,0.6246,1.0
2023-12-06,44073.82,2293.33,61.04,0.09436,0.4258,231.3,15.72,0.10357,0.621,0.9998
2023-12-07,43762.69,2232.7,61.85,0.09493,0.4431,229.5,15.266,0.10476,0.64,0.9999
2023-12-08,43273.15,2355.74,67.74,0.09594,0.4555,232.6,15.688,0.10416,0.6431,0.9998
2023-12-09,44171.0,2358.71,74.93,0.10165,0.5455,238.8,16.926,0.10664,0.672,0.9998
2023-12-10,43713.59,2340.48,72.31,0.09846,0.5791,237.8,16.195,0.10665,0.6584,0.9997
2023-12-11,43789.5,2352.39,74.88,0.10186,0.5947,239.8,16.368,0.10784,0.6617,1.0
2023-12-12,41253.41,2225.11,70.24,0.09412,0.5507,246.4,14.767,0.10382,0.6187,1.0005
2023-12-13,41492.38,2203.47,68.6,0.09381,0.5784,254.6,14.527,0.10359,0.6191,1.0005
2023-12-14,42869.03,2260.16,70.62,0.09643,0.6677,252.1,14.773,0.1043,0.6276,0.9998
2023-12-15,43022.26,2315.32,75.68,0.0983,0.6433,253.2,15.372,0.10601,0.6316,0.9999
2023-12-16,41940.29,2220.51,72.51,0.09302,0.6004,244.9,14.281,0.10157,0.6156,1.0001
2023-12-17,42278.02,2228.96,73.71,0.09713,0.6078,244.4,14.32,0.10282,0.6202,1.0008
2023-12-18,41374.64,2196.53,70.85,0.09295,0.5805,238.9,14.016,0.10204,0.6103,1.001
2023-12-19,42657.8,2219.44,74.41,0.09212,0.602,241.7,14.669,0.1009,0.6125,1.0002
2023-12-20,42275.99,2177.9,73.0,0.09023,0.576,252.8,14.1,0.1006,0.6047,1.0002
2023-12-21,43668.92,2202.17,82.22,0.09151,0.5893,260.4,14.252,0.10273,0.6171,1.0
2023-12-22,43861.79,2239.6,93.86,0.095,0.6352,272.1,15.306,0.10463,0.624,0.9999
2023-12-23,43969.04,2324.54,97.91,0.09498,0.6225,271.1,15.478,0.10508,0.6243,0.9994
2023-12-24,43702.15,2308.2,107.88,0.09346,0.613,271.0,15.682,0.10676,0.6195,0.9996
2023-12-25,42991.5,2264.04,112.45,0.09172,0.5919,264.4,15.263,0.10621,0.6122,0.9995
2023-12-26,43576.12,2271.36,120.91,0.09436,0.624,266.8,15.586,0.10587,0.6461,0.9999
2023-12-27,42508.93,2230.88,112.48,0.09135,0.6087,297.7,15.092,0.10305,0.6219,1.0001
2023-12-28,43428.86,2378.35,106.92,0.09365,0.6334,324.0,16.711,0.10535,0.6341,0.9993
2023-12-29,42563.76,2344.15,101.8,0.09174,0.6158,322.6,16.006,0.10544,0.6346,0.9997
2023-12-30,42066.94,2299.2,106.17,0.09096,0.6082,313.7,15.539,0.10561,0.6229,0.9999
2023-12-31,42140.29,2291.68,101.9,0.09,0.601,317.0,15.17,0.10596,0.6207,1.0
2024-01-01,42283.58,2281.87,101.72,0.08956,0.5939,311.9,14.942,0.10764,0.6155,1.0003
2024-01-02,44179.55,2352.05,109.93,0.092,0.6233,313.5,15.547,0.10771,0.6295,0.9998
2024-01-03,44946.91,2355.35,106.72,0.09109,0.6051,312.3,15.165,0.10834,0.6245,0.9997
2024-01-04,42845.23,2209.72,98.52,0.082,0.5568,315.9,14.148,0.10675,0.5823,0.9996
2024-01-05,44151.1,2267.11,104.91,0.08401,0.57,323.6,14.53,0.10697,0.5868,0.9991
2024-01-06,44145.12,2268.78,99.93,0.08267,0.5413,317.6,14.092,0.10438,0.5758,0.9993
2024-01-07,43968.32,2240.77,93.77,0.08058,0.5227,307.6,13.435,0.10386,0.568,0.9994
2024-01-08,43929.01,2221.42,89.44,0.07822,0.4945,302.5,13.155,0.1028,0.5515,0.9994
2024-01-09,46951.04,2330.43,97.88,0.0813,0.5412,303.6,14.143,0.1042,0.5776,0.9992
2024-01-10,46110.0,2344.3,99.36,0.07922,0.5123,301.1,13.716,0.10276,0.567,0.9998
2024-01-11,46654.0,2584.37,101.99,0.08307,0.5662,305.7,15.073,0.10528,0.6008,0.9997
2024-01-12,46339.16,2618.01,99.89,0.08456,0.582,308.2,15.021,0.1062,0.6019,1.0
2024-01-13,42782.74,2522.55,92.14,0.08007,0.5477,296.7,14.155,0.10684,0.5699,1.0004
2024-01-14,42847.99,2578.18,95.85,0.08094,0.5491,302.2,14.345,0.11424,0.5746,1.0001
2024-01-15,41732.35,2472.87,93.81,0.08002,0.5251,299.4,14.755,0.11122,0.5763,1.0008
2024-01-16,42511.1,2511.79,94.35,0.08108,0.5276,317.6,15.185,0.10865,0.5757,1.0006
2024-01-17,43137.94,2587.41,97.6,0.08134,0.5356,315.1,15.267,0.10806,0.5758,1.0003
2024-01-18,42776.09,2530.2,102.1,0.0806,0.5282,309.3,15.761,0.10839,0.5685,1.001
2024-01-19,41327.51,2470.81,94.39,0.07808,0.5027,313.0,14.658,0.10813,0.552,1.001
2024-01-20,41659.03,2491.99,93.62,0.07856,0.5043,314.7,16.118,0.1105,0.5443,1.001
2024-01-21,41696.05,2472.02,92.88,0.08777,0.5159,317.3,15.781,0.11005,0.5534,1.0007
2024-01-22,41580.32,2457.06,91.08,0.08547,0.5031,318.7,15.393,0.10895,0.5464,1.0007
2024-01-23,39568.02,2314.19,83.84,0.08057,0.4787,305.9,14.597,0.10931,0.5275,1.0012
2024-01-24,39897.59,2242.6,84.36,0.07821,0.4773,298.8,14.298,0.10721,0.5183,1.0008
2024-01-25,40084.89,2235.02,88.77,0.07905,0.4766,293.0,14.242,0.10882,0.5182,1.0004
2024-01-26,39961.09,2218.64,86.9,0.07795,0.4667,292.1,13.744,0.11212,0.5139,1.0006
2024-01-27,41823.51,2267.67,92.29,0.07985,0.485,302.2,14.188,0.11448,0.5322,1.0002
2024-01-28,42120.63,2267.94,94.27,0.08014,0.4862,305.7,14.341,0.11244,0.5304,1.0
2024-01-29,42031.05,2256.9,95.99,0.07883,0.4903,305.3,14.479,0.11224,0.5242,1.0002
2024-01-30,43302.71,2317.61,101.67,0.08137,0.5261,310.7,15.004,0.11304,0.5351,1.0001
2024-01-31,42941.1,2343.0,101.4,0.07971,0.5137,307.7,15.474,0.11205,0.5106,1.0
2024-02-01,42580.0,2283.15,96.96,0.07874,0.4976,300.5,15.427,0.11225,0.5033,1.0007
2024-02-02,43082.95,2304.28,97.81,0.07937,0.5077,300.2,17.192,0.11564,0.5057,1.0003
2024-02-03,43199.99,2309.07,100.57,0.07928,0.5147,301.4,17.827,0.11629,0.5106,1.0005
2024-02-04,43011.1,2296.5,97.95,0.07874,0.5125,299.6,17.661,0.11724,0.5187,1.0004
2024-02-05,42582.88,2289.79,95.48,0.07831,0.4933,304.7,18.154,0.11842,0.5031,1.0005
2024-02-06,42708.7,2301.84,95.66,0.07835,0.4944,301.2,19.163,0.11897,0.5069,1.0012
2024-02-07,43098.96,2372.63,96.87,0.07848,0.4982,302.8,18.287,0.12102,0.505,1.0003
2024-02-08,44349.6,2425.09,101.14,0.08013,0.5023,307.4,18.818,0.1236,0.5138,1.0001
2024-02-09,45288.66,2419.56,102.77,0.07986,0.5304,319.2,18.209,0.12189,0.5146,0.9998
2024-02-10,47132.78,2486.56,106.94,0.08154,0.5407,324.0,18.47,0.12369,0.5262,0.9996
2024-02-11,47751.08,2500.24,109.01,0.08141,0.5515,323.0,19.083,0.12436,0.5239,0.9997
2024-02-12,48300.0,2507.22,107.46,0.08123,0.5415,320.6,20.147,0.12421,0.5262,0.9997
2024-02-13,49917.28,2659.99,111.65,0.08223,0.5591,327.9,20.467,0.12499,0.5315,0.9998
2024-02-14,49699.6,2639.99,112.49,0.08105,0.5448,324.6,19.869,0.12687,0.5246,0.9995
2024-02-15,51795.17,2774.8,116.97,0.08549,0.5769,333.9,20.24,0.12956,0.5378,0.9991
2024-02-16,51880.01,2822.58,113.5,0.08527,0.6087,354.3,19.931,0.13104,0.5622,0.999
2024-02-17,52124.1,2801.81,110.32,0.08591,0.5987,360.4,19.555,0.13282,0.5643,0.9994
2024-02-18,51642.64,2785.92,108.92,0.08355,0.6096,352.9,20.031,0.1359,0.5496,0.9996
2024-02-19,52137.68,2881.2,112.25,0.08516,0.6194,349.8,20.12,0.13518,0.557,0.9998
2024-02-20,51774.74,2944.8,111.53,0.08942,0.6308,351.7,19.832,0.13636,0.5626,0.9998
2024-02-21,52258.82,3014.81,108.32,0.08615,0.6216,354.6,19.281,0.13921,0.5622,0.9999
2024-02-22,51849.38,2967.91,105.04,0.08457,0.5987,379.2,18.594,0.13972,0.549,1.0
2024-02-23,51288.42,2971.4,101.75,0.08409,0.5858,382.7,18.12,0.139,0.541,1.0006
2024-02-24,50744.15,2922.25,99.91,0.08451,0.5823,375.5,17.936,0.13816,0.5342,1.0001
2024-02-25,51568.21,2992.62,104.02,0.08616,0.5969,381.6,18.533,0.13742,0.5449,1.0001
2024-02-26,51728.85,3112.6,103.47,0.08613,0.5913,388.5,18.721,0.13764,0.5424,1.0001
2024-02-27,54476.48,3175.95,109.9,0.08923,0.6192,401.5,19.083,0.13984,0.5506,0.9992
2024-02-28,57037.35,3242.35,108.35,0.09759,0.6238,394.6,19.022,0.14288,0.5862,0.9996
2024-02-29,62432.11,3383.11,119.03,0.11585,0.6287,414.7,19.43,0.14213,0.5749,0.9989
2024-03-01,61130.99,3340.1,125.68,0.11732,0.6549,399.3,19.274,0.14049,0.5868,0.9994
2024-03-02,62387.9,3433.42,129.43,0.13934,0.7196,407.4,20.052,0.14147,0.6013,0.9992
2024-03-03,61987.28,3421.39,130.03,0.14195,0.7414,410.9,21.397,0.14119,0.6442,0.9991
2024-03-04,63113.97,3487.8,130.16,0.15346,0.728,414.5,20.507,0.14064,0.6271,0.9995
2024-03-05,68245.71,3627.75,133.26,0.18197,0.77,418.5,20.415,0.14026,0.6476,0.9986
2024-03-06,63724.01,3553.66,125.31,0.15304,0.6923,394.1,18.973,0.13585,0.5913,0.9988
2024-03-07,66074.04,3818.58,130.8,0.15784,0.735,429.4,20.084,0.13774,0.6121,0.9992
2024-03-08,66823.18,3868.76,143.82,0.15762,0.7427,474.6,20.092,0.13709,0.6271,0.9984
2024-03-09,68124.2,3883.37,144.79,0.16456,0.7228,485.8,19.698,0.13663,0.62,0.9978
2024-03-10,68313.28,3905.2,144.3,0.17875,0.7416,488.3,19.973,0.13579,0.6198,0.9979
2024-03-11,68955.88,3878.47,144.39,0.16998,0.7165,528.9,21.682,0.13377,0.608,0.999
2024-03-12,72078.1,4064.8,148.83,0.182,0.7754,523.0,21.277,0.13372,0.723,0.9997
2024-03-13,71452.0,3979.97,151.06,0.16817,0.7482,537.4,20.705,0.13142,0.688,0.9999
2024-03-14,73072.4,4004.79,163.9,0.16895,0.7639,630.5,20.752,0.13195,0.6891,0.9994
2024-03-15,71388.94,3881.69,176.65,0.1772,0.7509,603.2,20.88,0.12912,0.669,1.0003
2024-03-16,69499.84,3742.19,183.95,0.16358,0.7274,632.7,19.633,0.12632,0.6341,0.9999
2024-03-17,65300.64,3523.09,182.05,0.14253,0.6591,576.4,18.114,0.12527,0.603,1.0008
2024-03-18,68393.47,3644.7,201.85,0.15428,0.6814,571.7,18.666,0.12624,0.6191,1.0007
2024-03-19,67610.0,3520.47,195.92,0.14352,0.6603,555.4,18.3,0.12407,0.6453,1.0
2024-03-20,61937.41,3158.65,169.82,0.12879,0.5864,507.7,16.804,0.11244,0.5845,1.0006
2024-03-21,67840.51,3516.53,191.76,0.15209,0.6395,556.7,18.413,0.12072,0.6108,1.0
2024-03-22,65501.28,3492.84,179.46,0.15536,0.6319,553.8,18.458,0.12115,0.6403,1.0004
2024-03-23,63796.64,3336.35,175.21,0.15294,0.6147,553.8,18.367,0.11736,0.6115,0.9999
2024-03-24,63990.02,3329.53,172.65,0.16191,0.6231,551.9,18.063,0.11824,0.6168,0.9999
2024-03-25,67210.0,3454.99,183.87,0.17651,0.6469,567.8,18.519,0.12014,0.6326,1.0001
2024-03-26,69880.0,3590.43,188.98,0.17526,0.6566,587.1,19.375,0.12042,0.6405,0.9997
2024-03-27,69987.99,3587.32,190.46,0.18231,0.665,580.4,20.007,0.1208,0.6317,1.0
2024-03-28,69469.99,3501.2,186.34,0.19048,0.6478,574.2,19.29,0.11933,0.6119,1.0006
2024-03-29,70780.6,3560.49,189.64,0.22002,0.6511,583.4,19.148,0.12044,0.6243,0.9999
2024-03-30,69850.53,3509.74,192.02,0.213,0.6643,612.5,18.967,0.11989,0.63,0.9994
2024-03-31,69582.17,3505.65,194.19,0.19913,0.6435,600.7,18.932,0.12256,0.6211,0.9996
2024-04-01,71280.0,3645.29,202.45,0.22,0.6501,606.7,19.17,0.12296,0.6292,1.0
2024-04-02,69649.81,3503.8,192.24,0.20502,0.6211,575.8,18.358,0.12051,0.611,0.9996
2024-04-03,65463.99,3278.96,181.53,0.18249,0.5807,551.4,17.953,0.11662,0.5854,0.9998
2024-04-04,65963.27,3310.83,185.05,0.17521,0.5693,561.6,17.683,0.11711,0.5741,0.9997
2024-04-05,68487.8,3327.39,184.0,0.17997,0.5831,585.4,17.79,0.11915,0.5934,0.9997
2024-04-06,67820.63,3317.85,174.37,0.17719,0.5741,577.8,17.326,0.1179,0.587,0.9997
2024-04-07,68896.0,3351.59,178.69,0.18576,0.5837,585.5,17.56,0.1196,0.593,0.9999
2024-04-08,69360.38,3454.2,179.51,0.19887,0.5893,583.8,17.913,0.12056,0.5945,1.0001
2024-04-09,71620.0,3694.61,180.68,0.20261,0.6137,586.3,18.1,0.12304,0.6146,1.0001
2024-04-10,69146.0,3506.4,172.41,0.18915,0.5912,580.4,17.362,0.12109,0.614,1.0004
2024-04-11,70631.08,3545.64,173.3,0.19971,0.5862,609.7,17.417,0.11909,0.6171,1.0001
2024-04-12,70006.22,3502.52,172.37,0.19382,0.5858,604.6,17.554,0.12029,0.6085,0.9999
2024-04-13,67116.52,3237.42,153.16,0.17403,0.5027,595.6,15.155,0.1148,0.5468,0.9996
2024-04-14,63924.52,3007.01,138.47,0.15254,0.4448,553.0,13.288,0.11005,0.4788,0.9987
2024-04-15,65661.85,3155.11,151.26,0.1621,0.4673,566.4,14.099,0.11243,0.5034,0.999
2024-04-16,63419.99,3102.0,138.51,0.16123,0.461,552.7,13.582,0.11147,0.4977,0.9997
2024-04-17,63793.4,3084.21,136.21,0.156,0.4583,537.5,13.459,0.1118,0.4965,0.9996
2024-04-18,61277.38,2985.41,131.84,0.14755,0.4441,534.0,13.132,0.10971,0.4951,1.0
2024-04-19,63470.09,3064.4,142.08,0.15222,0.458,552.0,13.888,0.10924,0.5026,0.9995
2024-04-20,63818.01,3056.45,142.5,0.15632,0.4681,554.1,13.945,0.1099,0.503,0.9996
2024-04-21,64940.58,3155.79,151.21,0.16259,0.5073,570.9,14.958,0.11105,0.5288,0.9997
2024-04-22,64941.15,3147.66,148.81,0.15823,0.4994,579.6,15.105,0.11132,0.5246,0.9998
2024-04-23,66819.32,3200.19,156.94,0.16121,0.5167,604.4,15.445,0.11222,0.556,0.9996
2024-04-24,66414.0,3219.46,154.75,0.15979,0.4999,606.2,15.178,0.11322,0.5445,1.0
2024-04-25,64289.58,3140.79,147.79,0.15139,0.4747,608.8,14.536,0.1133,0.5276,1.0005
2024-04-26,64498.33,3155.81,144.83,0.15126,0.4705,613.3,14.594,0.11722,0.5254,1.0003
2024-04-27,63770.0,3131.3,139.23,0.14802,0.4631,598.0,14.491,0.12015,0.5261,1.0003
2024-04-28,63461.98,3255.55,141.31,0.14776,0.4675,596.2,14.267,0.11975,0.5178,1.0007
2024-04-29,63118.62,3263.44,137.99,0.14671,0.4602,600.2,13.809,0.12124,0.5104,1.0003
2024-04-30,63866.0,3216.74,137.79,0.14343,0.4572,592.8,14.075,0.11902,0.515,1.0003
2024-05-01,60672.01,3014.04,126.76,0.13337,0.4412,578.4,13.128,0.11956,0.5006,1.0008
2024-05-02,58364.97,2972.46,134.64,0.13021,0.4501,561.8,13.348,0.12044,0.5175,1.0014
2024-05-03,59060.6,2986.19,137.58,0.13189,0.4577,560.5,13.59,0.12226,0.518,1.0001
2024-05-04,62882.01,3102.61,143.7,0.14604,0.4674,587.0,14.093,0.1227,0.5317,0.9997
2024-05-05,63892.03,3117.24,146.05,0.16012,0.4633,585.7,14.317,0.12227,0.5302,0.9998
2024-05-06,64012.0,3136.4,145.74,0.161,0.4579,592.0,14.371,0.12107,0.5295,0.9999
2024-05-07,63165.18,3062.59,152.81,0.15649,0.454,588.2,14.484,0.11864,0.5401,1.0
2024-05-08,62312.07,3005.69,148.03,0.14999,0.4413,576.5,13.997,0.12052,0.5244,0.9999
2024-05-09,61193.03,2974.2,142.17,0.14323,0.4517,588.6,13.899,0.12292,0.517,1.0003
2024-05-10,63074.0,3036.24,152.56,0.1522,0.4635,596.8,14.237,0.12621,0.5209,1.0002
2024-05-11,60799.99,2909.98,146.02,0.14389,0.4479,585.7,13.565,0.12741,0.5022,1.0003
2024-05-12,60825.99,2912.45,145.42,0.14305,0.4388,592.2,13.306,0.12638,0.5059,1.0002
2024-05-13,61484.0,2929.3,143.42,0.14122,0.4378,594.8,13.559,0.12738,0.4993,1.0004
2024-05-14,62940.09,2950.99,147.53,0.14863,0.4367,591.7,13.392,0.12561,0.5052,1.0001
2024-05-15,61577.49,2881.93,142.03,0.14552,0.4285,567.1,12.985,0.12547,0.5002,1.0004
2024-05-16,66206.51,3032.55,158.52,0.15533,0.4525,581.0,13.867,0.12633,0.5188,0.9997
2024-05-17,65235.21,2944.7,159.36,0.14971,0.4598,569.2,15.516,0.125,0.5158,0.9999
2024-05-18,67024.0,3092.0,169.43,0.15555,0.4825,580.9,16.231,0.12434,0.5235,0.9995
2024-05-19,66915.2,3122.94,172.4,0.15302,0.4819,580.3,16.33,0.12299,0.5213,0.9998
2024-05-20,66274.0,3071.2,169.93,0.14908,0.4672,574.6,16.56,0.12116,0.5096,1.0001
2024-05-21,71446.62,3661.79,186.69,0.16573,0.5021,599.6,17.263,0.12442,0.5377,0.9998
2024-05-22,70148.34,3789.59,178.15,0.17023,0.4946,618.5,16.741,0.12361,0.537,1.0001
2024-05-23,69166.62,3737.72,176.96,0.16628,0.4835,614.8,16.352,0.12007,0.5268,1.0003
2024-05-24,67969.66,3783.6,176.15,0.15973,0.4655,599.4,16.596,0.11532,0.5288,1.0004
2024-05-25,68549.99,3728.28,167.7,0.16386,0.4601,600.3,17.25,0.11547,0.5359,1.0003
2024-05-26,69290.56,3749.25,168.35,0.17402,0.4623,602.3,17.442,0.11378,0.5416,1.0002
2024-05-27,68507.67,3826.47,163.42,0.16621,0.4581,600.3,17.042,0.11312,0.5283,1.0005
2024-05-28,69436.43,3894.21,170.15,0.16908,0.4683,603.9,18.791,0.1125,0.5339,1.0008
2024-05-29,68398.4,3844.69,168.68,0.16496,0.4577,601.7,18.539,0.11118,0.5286,1.0011
2024-05-30,67652.41,3767.44,168.32,0.16386,0.451,595.7,18.453,0.1121,0.5238,1.0012
2024-05-31,68352.17,3747.9,166.88,0.15945,0.4465,595.1,17.943,0.11199,0.5185,1.0002
2024-06-01,67540.01,3762.29,165.65,0.15898,0.447,593.8,18.411,0.11212,0.5176,1.001
2024-06-02,67766.84,3815.82,166.14,0.16031,0.4499,601.9,18.442,0.11261,0.5187,1.0007
2024-06-03,67765.62,3780.92,163.14,0.1571,0.4465,602.8,18.142,0.11477,0.5135,1.0005
2024-06-04,68809.89,3767.07,164.9,0.15834,0.4574,626.4,17.629,0.11337,0.5199,1.0001
2024-06-05,70537.83,3810.23,171.78,0.16136,0.4615,685.7,17.716,0.11446,0.5257,1.0
2024-06-06,71108.0,3866.0,173.55,0.16327,0.4612,698.8,17.743,0.1146,0.5259,0.9999
2024-06-07,70799.06,3813.47,170.15,0.16015,0.4582,711.1,17.248,0.11479,0.5214,1.0004
2024-06-08,69355.6,3678.31,162.51,0.1482,0.4493,684.0,16.319,0.11269,0.4991,1.0003
2024-06-09,69310.46,3681.58,157.83,0.1459,0.4367,682.7,15.929,0.11479,0.4927,1.0001
2024-06-10,69648.15,3706.4,162.12,0.14679,0.4442,673.1,16.371,0.11688,0.4987,1.0001
2024-06-11,69540.0,3667.85,159.04,0.14478,0.4406,625.1,15.906,0.11763,0.4969,1.0004
2024-06-12,67314.23,3497.33,149.31,0.13806,0.4219,602.5,14.987,0.1166,0.4803,1.0
2024-06-13,68263.98,3560.13,155.21,0.14621,0.4377,619.4,16.007,0.11649,0.4917,1.0003
2024-06-14,66773.01,3469.4,147.29,0.1411,0.4209,599.8,15.139,0.11696,0.4768,1.0004
2024-06-15,66043.99,3481.8,143.04,0.13499,0.4121,603.3,14.745,0.1165,0.4746,1.0005
2024-06-16,66228.25,3568.75,145.52,0.13678,0.414,608.2,14.859,0.1153,0.4908,1.0006
2024-06-17,66676.86,3624.41,151.3,0.13713,0.4167,610.9,15.141,0.1173,0.4891,1.0006
2024-06-18,66504.33,3511.47,143.28,0.12879,0.4013,604.3,14.522,0.11678,0.5048,1.0005
2024-06-19,65175.32,3483.42,137.41,0.12224,0.3836,588.6,13.986,0.11544,0.4909,1.0004
2024-06-20,64974.37,3560.51,135.62,0.12247,0.3845,599.3,14.346,0.11583,0.4933,1.0004
2024-06-21,64869.99,3513.08,133.55,0.12455,0.3844,587.7,14.26,0.1168,0.4888,1.0005
2024-06-22,64143.56,3518.5,134.61,0.12418,0.376,586.2,13.849,0.11835,0.489,1.0005
2024-06-23,64262.01,3495.76,133.7,0.12376,0.3847,591.1,13.483,0.11967,0.4867,1.0004
2024-06-24,63210.01,3420.91,128.68,0.12222,0.3801,577.5,13.194,0.11924,0.4798,1.0007
2024-06-25,60293.3,3352.74,132.34,0.11901,0.3777,568.1,13.617,0.11909,0.4741,1.0007
2024-06-26,61806.01,3394.91,136.57,0.12616,0.3918,578.3,14.197,0.1219,0.4758,1.0002
2024-06-27,60864.98,3371.77,136.81,0.12277,0.385,573.1,13.917,0.12267,0.4697,1.0005
